                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    343,                0.40627,                0.57257,                 0.3258,                0.85395,                0.93371,                0.85789,                0.91523,                0.78998,                0.89532,                0.81027,                0.83707,                 0.6222,                0.55452,                 1.9865,                0.59792,                0.66502,             0.00053817,             0.00053817,             0.00053817
                    344,                0.39725,                0.55288,                0.30197,                0.86724,                0.95777,                0.85789,                0.91501,                0.79628,                0.89246,                0.76265,                0.81423,                0.62739,                0.54692,                 1.9341,                0.56591,                0.67484,             0.00053487,             0.00053487,             0.00053487
                    345,                 0.4236,                0.55522,                0.32503,                0.86363,                0.95715,                0.86775,                0.91999,                0.80286,                0.86234,                0.78559,                0.81515,                0.63025,                0.51714,                 1.9558,                0.50801,                0.66899,             0.00053157,             0.00053157,             0.00053157
                    346,                0.40023,                0.52493,                0.31658,                0.85996,                0.93886,                0.85562,                0.91619,                0.80773,                0.85241,                0.79836,                0.82213,                0.63018,                 0.4843,                 2.0388,                0.43945,                0.66289,             0.00052827,             0.00052827,             0.00052827
                    347,                0.41978,                0.59859,                0.31734,                0.86035,                0.89707,                0.87594,                0.91597,                 0.7993,                0.84465,                0.81027,                0.84128,                0.63708,                0.49143,                 2.0778,                0.43371,                0.65411,             0.00052497,             0.00052497,             0.00052497
                    348,                0.42382,                0.57596,                0.32686,                0.85618,                0.91171,                0.86699,                0.90536,                0.80012,                0.99314,                0.75074,                0.85073,                0.63745,                 0.5138,                 2.0225,                0.42614,                0.64751,             0.00052167,             0.00052167,             0.00052167
                    349,                 0.3932,                0.55009,                0.30699,                0.85819,                0.93504,                0.85717,                0.90159,                0.80022,                0.97565,                 0.7495,                0.85028,                0.63706,                0.51103,                 1.9561,                0.43497,                0.64207,             0.00051837,             0.00051837,             0.00051837
                    350,                 0.4027,                0.47485,                0.30395,                0.85513,                0.92037,                0.84598,                0.89233,                0.79507,                0.97535,                0.76013,                0.84876,                0.64701,                0.50175,                 1.8832,                0.43827,                0.63322,             0.00051507,             0.00051507,             0.00051507
                    351,                0.42287,                0.58858,                0.32614,                0.84486,                0.93046,                0.83408,                0.90355,                0.81048,                0.94944,                0.75074,                0.83647,                0.64918,                0.49434,                 1.9536,                0.40899,                0.62976,             0.00051177,             0.00051177,             0.00051177
                    352,                0.40287,                0.54998,                0.30738,                0.87338,                0.92504,                0.88747,                0.93408,                0.82662,                0.92852,                0.77455,                0.85447,                0.65905,                0.47879,                 1.9511,                0.38347,                0.62896,             0.00050847,             0.00050847,             0.00050847
                    353,                0.41188,                0.60827,                0.32541,                0.85916,                0.91552,                0.89227,                0.93393,                0.82352,                0.90079,                0.76265,                 0.8391,                0.65899,                0.47083,                 1.9196,                0.38527,                0.62893,             0.00050517,             0.00050517,             0.00050517
                    354,                0.41462,                0.60923,                0.32848,                0.86728,                 0.9298,                 0.8936,                0.93569,                0.81816,                0.90281,                 0.7824,                0.84115,                0.66331,                0.49212,                 2.1701,                0.39167,                0.62926,             0.00050187,             0.00050187,             0.00050187
                    355,                0.42889,                 0.5394,                0.32741,                0.86998,                0.94912,                0.88772,                0.91797,                0.80685,                0.90981,                0.81027,                0.85137,                0.65468,                0.51238,                  2.361,                0.40422,                0.63196,             0.00049857,             0.00049857,             0.00049857
                    356,                0.42155,                0.52726,                0.32398,                0.86065,                0.93743,                 0.8817,                0.91169,                 0.8029,                0.90419,                0.79723,                0.84194,                0.63661,                 0.5241,                  2.407,                0.41547,                  0.642,             0.00049527,             0.00049527,             0.00049527
                    357,                0.41124,                0.57003,                0.29866,                0.84326,                0.95997,                 0.8817,                0.92282,                0.80525,                0.93201,                0.75074,                 0.8242,                0.63317,                0.52304,                 2.3847,                0.41721,                0.64395,             0.00049197,             0.00049197,             0.00049197
                    358,                0.41876,                0.57216,                0.31005,                0.84735,                0.96924,                 0.8817,                0.91745,                0.81039,                0.88665,                0.77442,                0.81813,                0.63859,                0.49529,                  2.393,                0.41582,                0.64032,             0.00048866,             0.00048866,             0.00048866
                    359,                0.38797,                0.57578,                0.30004,                0.84951,                0.96001,                0.87145,                0.92059,                0.80682,                 0.9503,                0.75074,                0.82331,                0.63117,                0.51229,                 2.3292,                0.42825,                0.64601,             0.00048536,             0.00048536,             0.00048536
                    360,                0.43974,                0.56304,                0.33899,                0.86599,                0.95872,                0.86979,                0.91997,                0.81067,                0.95549,                0.75074,                 0.8282,                0.63287,                0.52579,                 2.2641,                0.42581,                0.64839,             0.00048206,             0.00048206,             0.00048206
                    361,                0.43016,                 0.5007,                 0.3199,                0.85407,                0.94511,                 0.8817,                0.91822,                0.79436,                 0.8569,                0.80184,                0.83028,                0.63108,                0.54313,                 2.2643,                0.42687,                0.64671,             0.00047876,             0.00047876,             0.00047876
                    362,                0.43137,                 0.5417,                0.32716,                0.85523,                0.96956,                0.86979,                0.91918,                0.79752,                0.88945,                0.78646,                0.82996,                0.62999,                0.53861,                  2.341,                0.42093,                0.64409,             0.00047546,             0.00047546,             0.00047546
                    363,                0.39578,                0.51629,                0.31005,                 0.8677,                0.96858,                0.86979,                 0.9226,                0.79707,                0.91273,                0.79836,                0.82653,                0.63847,                0.52724,                 2.4337,                0.41536,                0.64381,             0.00047216,             0.00047216,             0.00047216
                    364,                0.39668,                0.49823,                0.30172,                0.85431,                0.92691,                0.90332,                0.92082,                0.80357,                0.92939,                0.81027,                0.83995,                0.64808,                0.53561,                 2.4947,                0.40036,                0.64747,             0.00046886,             0.00046886,             0.00046886
                    365,                0.40588,                0.54732,                0.30286,                 0.8414,                0.92736,                0.90078,                0.92187,                0.80391,                0.91454,                0.79836,                0.82651,                0.63286,                 0.5331,                 2.4861,                0.40041,                 0.6508,             0.00046556,             0.00046556,             0.00046556
                    366,                0.43144,                0.56352,                0.31483,                0.87554,                 0.9481,                 0.8936,                  0.923,                0.80583,                0.90144,                0.79836,                0.82623,                  0.634,                0.54373,                 2.3512,                0.43268,                0.65313,             0.00046226,             0.00046226,             0.00046226
                    367,                0.38634,                 0.5795,                0.30344,                0.84441,                0.90779,                 0.8817,                0.90967,                0.79056,                 0.9656,                0.73884,                0.81317,                0.62951,                0.53511,                 2.1487,                0.46184,                0.64322,             0.00045896,             0.00045896,             0.00045896
                    368,                0.40974,                0.54894,                0.30622,                0.85896,                0.91311,                0.86979,                0.91214,                0.79255,                0.96552,                0.73884,                0.81323,                0.62676,                0.52189,                 2.0388,                0.45587,                0.63802,             0.00045566,             0.00045566,             0.00045566
                    369,                0.42825,                0.53589,                0.31961,                0.85922,                 0.9219,                0.86979,                0.91236,                0.79266,                0.90283,                0.80672,                0.83971,                0.63942,                0.51531,                 2.0409,                0.44873,                0.63535,             0.00045236,             0.00045236,             0.00045236
                    370,                0.41578,                0.58906,                0.31795,                0.88101,                0.94281,                0.86979,                0.91449,                0.79809,                0.90235,                0.81027,                0.84058,                0.64765,                0.49972,                 2.1373,                0.42967,                0.62813,             0.00044906,             0.00044906,             0.00044906
                    371,                0.41615,                0.56884,                0.32494,                0.84543,                0.95643,                 0.8817,                0.92053,                0.80642,                0.93123,                0.80352,                0.84369,                0.64689,                0.47834,                  2.224,                0.40698,                0.62453,             0.00044576,             0.00044576,             0.00044576
                    372,                 0.4103,                0.58363,                0.31345,                0.85435,                0.96312,                0.88169,                0.91676,                0.80368,                0.90536,                0.78646,                0.82496,                0.63471,                0.47768,                 2.2294,                0.40171,                0.62882,             0.00044246,             0.00044246,             0.00044246
                    373,                0.35871,                0.56576,                0.28716,                0.83928,                0.94745,                0.86979,                0.90994,                0.79883,                0.90534,                0.78646,                0.82348,                0.63918,                 0.4938,                 2.2255,                0.41604,                0.63284,             0.00043915,             0.00043915,             0.00043915
                    374,                 0.4113,                0.54012,                0.31202,                 0.8642,                0.93657,                0.88277,                0.91042,                0.79168,                0.87286,                0.81302,                0.82248,                0.64013,                0.52137,                 2.2095,                0.43896,                0.64082,             0.00043585,             0.00043585,             0.00043585
                    375,                0.41442,                0.53944,                0.32458,                0.85369,                0.93783,                0.89549,                0.91427,                0.79364,                0.88133,                0.81027,                 0.8215,                0.63677,                0.50662,                 2.2632,                0.43286,                0.63672,             0.00043255,             0.00043255,             0.00043255
                    376,                0.39249,                0.48232,                0.30329,                  0.842,                0.92728,                 0.8817,                0.91569,                0.80929,                0.88241,                0.79859,                0.81993,                0.64095,                0.47358,                 2.2905,                0.40604,                0.62917,             0.00042925,             0.00042925,             0.00042925
                    377,                0.38821,                0.51679,                 0.2852,                0.84219,                 0.9444,                 0.8936,                0.91981,                0.81192,                0.91321,                0.77551,                0.82399,                0.63357,                0.47337,                 2.2717,                0.39954,                0.62979,             0.00042595,             0.00042595,             0.00042595
                    378,                0.41552,                0.51294,                0.30335,                0.85474,                 0.9231,                0.87955,                0.91056,                0.80146,                0.95767,                0.74864,                0.81814,                0.62967,                0.47767,                 2.2379,                0.40968,                0.63434,             0.00042265,             0.00042265,             0.00042265
                    379,                0.40852,                0.61509,                0.30333,                0.84856,                0.93351,                0.85789,                 0.9102,                0.80087,                 0.9578,                0.74967,                0.81753,                   0.64,                0.50757,                 2.1566,                0.42672,                0.64281,             0.00041935,             0.00041935,             0.00041935
                    380,                0.41087,                0.49344,                0.30572,                0.85366,                0.92884,                0.83408,                0.90078,                0.79757,                 0.8512,                0.78646,                0.81371,                0.63683,                0.51872,                 2.0055,                0.43371,                0.64772,             0.00041605,             0.00041605,             0.00041605
                    381,                 0.4144,                0.50216,                0.30788,                 0.8592,                0.92228,                0.84598,                0.89993,                0.79731,                0.85169,                0.78646,                0.81565,                0.63358,                0.51637,                 1.9367,                0.42804,                0.64645,             0.00041275,             0.00041275,             0.00041275
                    382,                0.39717,                0.50897,                0.28913,                0.84902,                0.98972,                0.85371,                0.90673,                0.80056,                0.83017,                0.77455,                0.79591,                0.62496,                0.50474,                  1.912,                0.41309,                0.64144,             0.00040945,             0.00040945,             0.00040945
                    383,                0.38302,                0.51801,                0.29806,                0.85815,                0.99054,                0.85681,                0.91475,                0.80139,                0.95792,                0.74834,                0.81884,                0.63085,                0.49449,                  1.974,                0.40926,                0.63839,             0.00040615,             0.00040615,             0.00040615
                    384,                0.39998,                0.57594,                0.30602,                0.84375,                 0.9917,                0.85459,                0.91865,                0.80187,                0.91186,                0.78646,                0.82455,                0.63841,                 0.4932,                 2.0763,                0.41868,                0.63896,             0.00040285,             0.00040285,             0.00040285
                    385,                0.40302,                0.50192,                0.30798,                0.86426,                0.99213,                0.85389,                0.91793,                0.80504,                0.89634,                0.77455,                0.80912,                0.64498,                0.49641,                 2.1205,                0.42402,                0.64051,             0.00039955,             0.00039955,             0.00039955
                    386,                0.38462,                0.53285,                0.29067,                 0.8585,                0.95869,                0.90551,                0.92392,                0.80654,                0.89976,                0.77455,                0.81061,                0.63715,                0.49692,                 2.1889,                 0.4116,                0.63992,             0.00039625,             0.00039625,             0.00039625
                    387,                0.39977,                0.54369,                0.30536,                0.85915,                0.94663,                0.90551,                0.92578,                0.80993,                0.87018,                0.79836,                0.81249,                 0.6375,                0.49428,                 2.2621,                0.39852,                0.63733,             0.00039295,             0.00039295,             0.00039295
                    388,                0.40081,                0.46155,                0.30356,                0.85257,                0.93875,                0.90551,                0.92291,                0.81009,                0.91247,                0.79836,                0.83187,                0.64562,                0.49274,                 2.3742,                0.39283,                0.64001,             0.00038964,             0.00038964,             0.00038964
                    389,                0.39779,                0.49519,                0.30337,                0.84874,                0.96422,                0.89363,                0.92809,                 0.8157,                0.93426,                0.82147,                0.84966,                0.64563,                0.48994,                 2.3871,                0.39264,                0.64214,             0.00038634,             0.00038634,             0.00038634
                    390,                 0.3884,                0.49178,                0.30145,                0.86446,                0.94185,                 0.8936,                0.92014,                0.81005,                0.93746,                0.79836,                0.84859,                0.64036,                0.47631,                 2.4534,                0.39195,                0.64287,             0.00038304,             0.00038304,             0.00038304
                    391,                0.38141,                0.50108,                0.29871,                 0.8504,                0.96211,                0.88575,                0.91829,                0.80914,                0.90374,                0.79349,                0.83071,                0.64227,                0.47806,                  2.392,                0.40424,                0.64599,             0.00037974,             0.00037974,             0.00037974
                    392,                0.41175,                0.55433,                0.30541,                0.85987,                0.95459,                 0.8936,                0.92156,                 0.8078,                 0.9413,                0.76925,                0.84153,                0.64053,                0.48998,                  2.278,                0.42102,                0.64496,             0.00037644,             0.00037644,             0.00037644
                    393,                0.41066,                0.54258,                0.31976,                0.86064,                0.95794,                0.88547,                0.92135,                0.80863,                0.95854,                0.75074,                0.83953,                0.64261,                0.48795,                 2.2173,                0.43227,                0.64174,             0.00037314,             0.00037314,             0.00037314
                    394,                0.38835,                 0.4989,                0.29394,                0.86528,                0.95684,                0.87299,                 0.9181,                0.80956,                0.93868,                0.76942,                0.84055,                0.64474,                0.47995,                 2.1534,                0.42794,                0.63553,             0.00036984,             0.00036984,             0.00036984
                    395,                0.41015,                  0.611,                0.30019,                0.85516,                 0.9672,                0.86979,                0.91761,                0.81363,                0.92302,                0.76265,                0.82423,                0.63184,                 0.4729,                 2.1918,                0.43242,                0.63658,             0.00036654,             0.00036654,             0.00036654
                    396,                0.39927,                0.55847,                0.30159,                0.86136,                0.97213,                0.87823,                0.91787,                0.81056,                0.91531,                0.77455,                 0.8247,                0.62521,                0.48557,                 2.2414,                0.43503,                 0.6456,             0.00036324,             0.00036324,             0.00036324
                    397,                0.37722,                0.54917,                0.29883,                0.85146,                0.95742,                0.86666,                0.90415,                0.80553,                0.89737,                0.76265,                0.81142,                0.62667,                0.50208,                 2.2375,                0.43158,                0.64998,             0.00035994,             0.00035994,             0.00035994
                    398,                0.36617,                 0.4747,                0.27652,                0.85293,                0.94587,                0.85851,                0.91112,                0.79688,                 0.9079,                0.75966,                0.80833,                0.63108,                0.52746,                 2.2547,                0.46031,                0.66019,             0.00035664,             0.00035664,             0.00035664
                    399,                 0.4013,                0.54532,                 0.3092,                0.86534,                0.98267,                0.81027,                0.91722,                0.79301,                0.87981,                0.76302,                0.80499,                0.63107,                0.53977,                 2.3125,                0.49067,                0.66034,             0.00035334,             0.00035334,             0.00035334
                    400,                0.40258,                0.47228,                0.30038,                0.85212,                0.95238,                0.85662,                0.92328,                 0.7903,                0.91023,                0.79059,                0.83853,                0.63724,                0.54664,                 2.3331,                0.52705,                0.65703,             0.00035004,             0.00035004,             0.00035004
                    401,                0.39143,                0.54205,                0.30208,                0.84911,                0.95633,                0.86779,                0.91503,                0.79108,                0.92664,                0.81102,                  0.853,                 0.6372,                0.54619,                 2.3116,                0.52053,                0.65499,             0.00034674,             0.00034674,             0.00034674
                    402,                0.39453,                0.56351,                0.30386,                0.85415,                0.95487,                0.90551,                0.92534,                0.79398,                0.91598,                0.79623,                0.82417,                0.61611,                0.53755,                 2.2345,                0.49038,                0.65379,             0.00034344,             0.00034344,             0.00034344
                    403,                0.38124,                0.53098,                0.29259,                0.84359,                0.94853,                0.90551,                 0.9247,                  0.795,                0.89347,                0.80651,                0.82582,                0.62562,                0.53647,                 2.1129,                  0.458,                0.65421,             0.00034013,             0.00034013,             0.00034013
                    404,                0.39165,                0.49346,                0.29589,                0.84896,                0.92753,                0.90551,                 0.9211,                 0.7982,                0.91383,                0.78646,                0.82425,                0.62842,                0.51801,                 1.9932,                0.42991,                0.64853,             0.00033683,             0.00033683,             0.00033683
                    405,                0.38592,                0.45011,                0.29733,                0.86033,                0.92486,                0.90551,                0.92224,                0.80316,                0.89995,                0.76925,                0.82012,                 0.6332,                0.50744,                 1.9978,                0.41876,                0.64663,             0.00033353,             0.00033353,             0.00033353
                    406,                0.40017,                0.43055,                0.30527,                0.83898,                0.94655,                0.90551,                0.92383,                0.80573,                0.89893,                0.76712,                0.82152,                0.63846,                0.51197,                 2.0848,                0.40486,                0.64402,             0.00033023,             0.00033023,             0.00033023
                    407,                0.39907,                0.54015,                0.29096,                0.85604,                0.94953,                0.90551,                0.92621,                0.80488,                0.91281,                0.77455,                0.83681,                 0.6351,                0.51397,                 2.2271,                0.40907,                0.64907,             0.00032693,             0.00032693,             0.00032693
                    408,                0.36382,                0.52919,                0.28528,                 0.8593,                0.94086,                0.88863,                0.91469,                0.79766,                0.90588,                0.78646,                0.83694,                0.62539,                0.52294,                 2.2901,                0.41608,                0.65071,             0.00032363,             0.00032363,             0.00032363
                    409,                0.39244,                0.52811,                0.30086,                0.84932,                0.94596,                 0.8936,                0.92484,                0.79667,                0.92557,                0.79836,                0.84244,                0.62639,                0.53382,                 2.3048,                0.41561,                0.64911,             0.00032033,             0.00032033,             0.00032033
                    410,                0.36171,                0.47629,                0.28753,                0.84549,                0.96721,                 0.8936,                0.92135,                0.79658,                0.93125,                0.79836,                0.84661,                0.62807,                0.52403,                 2.3406,                0.42401,                0.64466,             0.00031703,             0.00031703,             0.00031703
                    411,                0.39183,                 0.4876,                0.30835,                0.84765,                0.96646,                 0.8936,                0.92097,                0.79736,                0.88545,                0.77455,                0.81064,                0.63043,                0.52655,                 2.3328,                0.41674,                0.64646,             0.00031373,             0.00031373,             0.00031373
                    412,                0.37431,                0.48873,                0.29153,                0.83948,                0.97342,                0.86672,                  0.918,                0.79114,                0.83205,                0.77455,                0.79701,                0.62893,                 0.5222,                 2.3263,                0.41324,                0.64869,             0.00031043,             0.00031043,             0.00031043
                    413,                0.38069,                0.51587,                0.29297,                0.83659,                0.94596,                0.87966,                0.92062,                0.79452,                0.87822,                0.74059,                0.79914,                0.63559,                0.52327,                 2.2927,                0.41752,                 0.6512,             0.00030713,             0.00030713,             0.00030713
                    414,                0.35998,                0.45275,                0.27868,                0.85209,                0.96257,                0.85789,                0.92148,                0.79115,                0.89454,                0.75035,                0.80873,                0.63384,                0.53245,                 2.2764,                0.41571,                 0.6513,             0.00030383,             0.00030383,             0.00030383
                    415,                0.38472,                0.46882,                0.29218,                0.86998,                0.94944,                 0.8817,                0.92083,                0.79116,                0.89366,                0.75074,                0.80538,                0.63271,                0.52865,                 2.2785,                0.41646,                0.65086,             0.00030053,             0.00030053,             0.00030053
                    416,                0.37774,                0.55238,                0.29265,                0.86354,                0.94755,                0.89296,                0.92284,                 0.7965,                0.89524,                0.75074,                0.80748,                 0.6375,                0.51499,                  2.289,                0.41544,                 0.6472,             0.00029723,             0.00029723,             0.00029723
                    417,                 0.3737,                0.45947,                0.29594,                0.86534,                0.93468,                0.88936,                0.92164,                0.79808,                0.88857,                0.75074,                0.80755,                0.63988,                0.50963,                 2.2642,                 0.4078,                0.64511,             0.00029393,             0.00029393,             0.00029393
                    418,                0.37832,                0.47346,                0.28465,                0.84996,                0.97505,                0.86449,                0.91757,                 0.8038,                0.92722,                0.77213,                0.83605,                0.65121,                0.49789,                 2.2841,                 0.3976,                0.64152,             0.00029062,             0.00029062,             0.00029062
                    419,                0.39445,                0.50978,                0.29817,                0.84618,                0.93359,                 0.8936,                0.92184,                0.80137,                0.86238,                 0.7652,                0.80784,                0.64237,                0.49854,                 2.3038,                0.39196,                0.63539,             0.00028732,             0.00028732,             0.00028732
                    420,                0.38175,                0.49382,                0.29558,                0.84115,                0.93748,                 0.8936,                0.92393,                0.80647,                0.84437,                0.77455,                0.81341,                0.64374,                0.49282,                 2.4501,                0.39412,                0.62927,             0.00028402,             0.00028402,             0.00028402
                    421,                0.36072,                0.52352,                0.27633,                0.83617,                0.93727,                 0.9064,                0.92712,                0.80171,                0.88452,                0.75424,                0.80925,                 0.6441,                0.49458,                 2.4814,                 0.3916,                0.62934,             0.00028072,             0.00028072,             0.00028072
                    422,                0.37668,                0.46759,                0.28341,                0.85164,                0.96303,                 0.8924,                0.92873,                0.80834,                 0.8896,                 0.7819,                0.81566,                0.63919,                0.50105,                 2.4662,                0.38591,                0.62691,             0.00027742,             0.00027742,             0.00027742
                    423,                0.36848,                0.47234,                0.27889,                0.83264,                0.94655,                 0.8817,                0.91596,                0.80352,                0.90797,                0.81027,                0.84991,                0.64922,                0.49847,                 2.4282,                0.38407,                0.62544,             0.00027412,             0.00027412,             0.00027412
                    424,                0.37629,                0.53246,                0.27659,                0.84772,                0.95002,                 0.8817,                 0.9149,                0.80537,                0.92285,                0.78646,                0.83153,                0.64971,                 0.4925,                   2.36,                0.38304,                0.62753,             0.00027082,             0.00027082,             0.00027082
                    425,                0.36758,                0.47931,                0.29368,                0.83617,                0.95653,                 0.8817,                0.91477,                0.81283,                 0.9447,                0.79314,                0.84873,                0.64922,                0.49111,                 2.3496,                0.38119,                0.62923,             0.00026752,             0.00026752,             0.00026752
                    426,                0.38714,                0.51988,                0.30458,                0.85402,                  0.974,                0.86229,                0.91809,                0.81876,                0.92463,                0.77455,                0.83209,                0.64066,                0.49318,                 2.3414,                0.37826,                0.62985,             0.00026422,             0.00026422,             0.00026422
                    427,                0.37029,                0.52623,                0.28244,                0.84167,                0.96038,                0.85795,                 0.9173,                0.80649,                0.92474,                0.76265,                0.83127,                0.64394,                0.50242,                 2.3268,                0.38048,                 0.6277,             0.00026092,             0.00026092,             0.00026092
                    428,                0.36615,                 0.5114,                0.28393,                0.85141,                0.92432,                0.88927,                0.91594,                0.80332,                0.92525,                0.76265,                0.82876,                0.63869,                 0.5144,                 2.3413,                0.38929,                0.62889,             0.00025762,             0.00025762,             0.00025762
                    429,                0.36641,                0.43695,                0.28906,                 0.8451,                0.92639,                 0.8817,                0.91507,                0.80136,                0.85244,                0.81027,                0.82826,                0.64073,                0.51347,                 2.3456,                0.39015,                0.62795,             0.00025432,             0.00025432,             0.00025432
                    430,                0.34304,                0.44541,                0.26508,                0.84134,                0.93422,                0.88145,                0.91485,                0.79953,                0.86346,                0.79836,                0.82951,                0.64052,                0.51538,                  2.352,                 0.4006,                0.62854,             0.00025102,             0.00025102,             0.00025102
                    431,                0.34382,                0.46895,                0.28713,                0.85297,                0.93316,                 0.8936,                0.91374,                0.80086,                0.90628,                0.76265,                0.81328,                0.63494,                 0.5166,                 2.3906,                0.40932,                0.62988,             0.00024772,             0.00024772,             0.00024772
                    432,                 0.3941,                0.49648,                0.30479,                0.86356,                0.94613,                0.90551,                0.92343,                0.80243,                0.90728,                0.76265,                0.81622,                 0.6372,                  0.528,                 2.3838,                0.41705,                 0.6376,             0.00024442,             0.00024442,             0.00024442
                    433,                0.37173,                0.48267,                0.28946,                0.84252,                0.96051,                0.88772,                0.92514,                0.79951,                0.86968,                0.79836,                0.81709,                0.64018,                0.53009,                 2.3888,                0.42022,                0.63858,             0.00024111,             0.00024111,             0.00024111
                    434,                0.37208,                0.45176,                0.29031,                  0.849,                0.97908,                0.86979,                0.92736,                0.79824,                 0.9164,                0.79836,                0.84809,                0.64405,                0.52266,                 2.4062,                0.42396,                0.63806,             0.00023781,             0.00023781,             0.00023781
                    435,                0.37635,                0.41967,                0.28556,                0.84339,                0.96482,                0.86979,                0.92428,                0.80528,                0.93656,                0.78646,                0.84468,                0.63871,                0.50839,                 2.4303,                0.42647,                0.63642,             0.00023451,             0.00023451,             0.00023451
                    436,                 0.3519,                0.44407,                0.26362,                0.84231,                0.92202,                0.87434,                0.92034,                0.80617,                0.92352,                0.77455,                0.83272,                0.64291,                0.49942,                 2.4424,                  0.424,                0.63204,             0.00023121,             0.00023121,             0.00023121
